content,replies,retweets,favorites,published_date
"This won't be the #Trojans best class, but credit to @CoachGregBurns and the rest of the #USC staff for closing well with some intriguing defensive back talent other Pac-12 schools wanted down the stretch.",10,11,182,2/5/2019 20:00
I'm waiting for #USC to announce its creating a Dept. of Internal Investigations,24,11,131,3/13/2019 21:19
#USC commits QB Bryce Young & WR Josh Jackson connect for the @premiumsportsla TD @USCScoop #Adidas7v7Nationalspic.twitter.com/BakPiRCXbh,0,8,129,3/30/2019 16:08
"Tragedy for #USC family after a well known music student is killed in an attempted robbery just blocks from campus.
Victor McElhaney studied jazz @USCThornton School of Music. His mother is an Oakland city council member.
Latest on search for suspects at 6pm @ABC7pic.twitter.com/49ziERd4cT",3,40,64,3/10/2019 17:56
When a student contacts you over spring break to share with you that she got admitted to #USC Congrats Petcy Yao the Trojans are getting an excellent young woman #FightOn #HuskyPride #HuskyScholar #ChhsHSApic.twitter.com/wE3tW9rtn7,0,0,15,3/27/2019 19:42
Top247 CB Chris Steele says he has known where he's going to play college football for three months. Will announce on Saturday. Talks #Florida #Oklahoma #Oregon #Gamecocks and #USC at @19AllAmerican check in: https://247sports.com/Article/Top247-cornerback-Chris-Steele-recruitment-coming-to-a-close-talks-Florida-Oklahoma-South-Carolina-USC-and-Oregon-127119695/Â â€_,13,53,252,12/31/2018 16:44
"Had a great time checking out the #usc Alien 40th anniversary exhibit. Some really cool props and production mementos from the entire franchise. 
#alien #aliens #alien40thanniversary #usc #uscfilmschool #movies #film #props #production #conceptart #scifi #sciencefiction #horrorpic.twitter.com/mkL4Wy6Lox",2,11,46,2/17/2019 19:22
"For #USC fans concerned about whether or not five-star wide receiver Bru McCoy will end up with the Trojans due to the uncertainty surrounding Kliff Kingsbury, Iâ€™m told heâ€™s on campus and nearly done moving in. He starts classes tonight. https://247sports.com/college/usc/Board/102339/Contents/Just-a-heads-up-on-five-star-WR-Bru-McCoy-127461446/Â â€_ (VIP)

@247Sportspic.twitter.com/fCD4lt8Hzw",14,22,105,1/7/2019 12:11
5-Star @OLuFootball WR Kyle Ford. (@Ford_Kyle6) has signed his Letter of Intent with #USC #FightOnhttps://twitter.com/DaGman7/status/1093169444598104064Â â€_,8,15,139,2/6/2019 7:30
@insidetroy Is your team covering Full-Pads Scrimmage at SC today? #USC @ThePeristyle,0,0,0,4/1/2019 8:21
Leave the old you in the Stone Age. #Plugintothepresent,76,99,601,2/7/2019 9:04
"Former #USC recruit Bru McCoy has signed a financial aid agreement to go to transfer to #Texas, per source. Yahoo first reported the 5-star WR's transfer.https://twitter.com/BruceFeldmanCFB/status/1088815979713437697Â â€_",30,83,288,1/25/2019 13:37
Audio: #USC assistant coach discusses sweeping #BYU and the team's recent winning streakhttp://www.offtheblockblog.com/2019/03/audio-usc-assistant-discusses-sweeping-byu-recent-winning-streak/Â â€_,0,0,4,3/30/2019 22:59
The Clay Helton Golf Classic will be March 25. Finally a chance for Helton to be in same location as his athletic director #USC,8,5,68,2/25/2019 13:11
My pleasure. Great to see two US college teams (menâ€™s & womenâ€™s) out here in Melbourne battling away. #USC #SouthCarolina @AustralianOpenhttps://twitter.com/ITACEO/status/1087516675740700673Â â€_,3,9,196,1/21/2019 17:55
"THE WAR ROOM: This week we share more details on #USC's new hire for the Director of On-Campus Recruiting position. Plus, we discuss where the Trojans stand with multiple 2020 prospects.

http://247sports.com/college/usc/Article/USC-Trojans-football-recruiting-lynn-swann-graham-harrell-clay-helton-jt-daniels-129370323/Â â€_pic.twitter.com/GqsaARkzDO",0,9,38,2/22/2019 7:02
#USC basketball adds grad transfer guard from Columbia. Adlesh averaged 13.5 points per game this season and made 180 3-pointers in his time there. https://twitter.com/QuintonAdlesh/status/1112760133745065984Â â€_,0,0,6,4/1/2019 12:47
"Santa Ana (Calif.) Mater Dei OL Myles Murao recaps weekend visit to #UCLA, will see #USC this weekend and has several other schools he's hoping to see later this off-season
https://247sports.com/Article/Myles-Murao-recaps-visit-to-UCLA-hearing-from-USC-LSU-Michigan-Oregon-and-Washington--130230585/Â â€_pic.twitter.com/BUmW1qLcOv",0,11,51,3/18/2019 8:30
"Three dead students in a week at #USC yâ€™all be careful out there, take care of your health, take care of your mental health, and utilize the buddy system when going out",1,1,1,3/30/2019 13:30
"#USC pitched one of the top offensive linemen in Southern California on playing a new position: ($)

https://247sports.com/college/usc/Article/USC-recruiting-Myles-Murao-offensive-line-center-get-on-field-as-freshman-130604972/Â â€_pic.twitter.com/ZScZs6KyDv",2,3,13,3/29/2019 13:59
"Trojan Sample Sale TODAY at Galen Center Team Store, 7am to 4pm! Save on apparel starting at $10! #usc #fightonpic.twitter.com/pbtQG7Zmmm",0,0,6,3/29/2019 8:24
Most experts didnâ€™t think Kliff was gonna get those NFL head  jobs...but denying the interview process to an up and coming coach is a horrible administrative error #USC,21,26,274,1/5/2019 14:33
"Starting 2019 with a grateful heart. 

Iâ€™m so lucky I spent time with family & friends, made new friends, joined a great church community, traveled, lost my voice at a few #USC games and made a career change from news to sports in 2018. Happy New Year! pic.twitter.com/o9iPg5e5V3",1,0,62,1/1/2019 13:06
"Good for USC... You shouldnâ€™t be able to sign HS kids who believe they will play for Kingsbury and let him walk right out of the door a few weeks later. If he wanted to coach in the #NFL, he didnâ€™t have to take the #USC OC job.. He couldâ€™ve waited and pursued a pro gig https://twitter.com/AdamSchefter/status/1081609339771764736Â â€_",85,116,742,1/5/2019 10:48
And youâ€™re a starting DT with the Dallas Cowboys with a #USC degree https://twitter.com/AntwaunWoods_/status/1090304310595014656Â â€_,3,20,188,1/29/2019 9:55
"I don't think anyone from the Air Raid tree is surprised Graham Harrell has risen up this quickly in coaching. He is a third-generation coach, whose father and grandfather were successful HS coaches in Texas, and Harrell ran Leach's system better than any QB ever has. #USC https://twitter.com/BruceFeldmanCFB/status/1090108583797088256Â â€_",18,105,571,1/28/2019 21:28
"Lynn Swann's confirmed calendar:
January: Pebble Beach, Riviera
February: Wilshire Country Club
March: Sawgrass golf course (Fla.); Virginia autograph show
April: Masters golf tournament (we think)
#USC",9,7,48,4/1/2019 19:58
"Those who work together, play together.

These two Portsmouth coworkers won big on the recent March 27 #Powerball drawing - to the tune of $150,000!

Shout out to all the other lottery work teams out there!  #WinnerWednesdaypic.twitter.com/peZtQdlaXO",0,0,4,4/3/2019 11:43
#USC WR commit Puka Nacua gets open at @19AllAmerican practice: https://247sports.com/player/puka-nacua-46039709/Â â€_pic.twitter.com/WpsKBdpDs0,1,22,142,1/1/2019 12:28
Take the sticks of Extra Gum (and the compliment)! #GiveExtragetextrapic.twitter.com/MPFKPIuVa6,123,201,2.2K,1/7/2019 6:02
5-Star LB Justin Flowe is at #USC today with his @Uplandfootball teammates @USCScoop #FightOnpic.twitter.com/LgbWes0bwO,4,18,160,3/26/2019 15:10
"Stop Veteran Suicide! The campaign for THE GATEKEEPER officially launched yesterday. Join the fight today!

LINK: https://igg.me/at/thegatekeeper/xÂ â€_

#thegatekeeper #thegatekeeperfilm #usc #military #veterans #campaign #kickstarter #indiegogo #thesis #ptsd #film #shortfilm #hydehooliganspic.twitter.com/xlUlbwB9cx",1,1,3,3/28/2019 16:45
"#USC freshmen class acceptance rates: 
2014 17.8 percent
2015: 17.5
2016: 16.5
2017: 16
2018: 13
2019: 11",14,10,62,3/28/2019 13:30
Are you going to pay for her #collegeadmissionsscandal at #USC too?,0,0,1,3/31/2019 13:06
"#NFLCombine key measurements threadâ€_

26. #USC OT Chuma Edoga
Height: 6-3 4/8
Weight: 308
Hand (right): 9 2/8
Hand (left): 9 5/8
Arm: 34 6/8
Wingspan: 81 4/8",1,20,49,2/27/2019 5:51
"If it's Friday, it's time for a #USC notes column
https://insideusc.blog/2019/03/29/if-its-friday-its-time-for-a-usc-notes-column-31/Â â€_pic.twitter.com/oyVSxxz555",0,4,6,3/29/2019 11:16
@ConnieScouts and @JKirschnerSC talk about Connie's experience as the NFL's first female scout #ascj #aisms #uscannenberg #usctrojans #usc pic.twitter.com/AOPVuwWSkn,0,3,10,3/25/2019 22:17
"#USC â€œreportersâ€ù claim QB Kedon Slovis could end up winning the starting job for #FightOn. Of all the crazy things theyâ€™ve ever said, this might be the craziest.",0,1,11,4/1/2019 18:35
"Lynn Swann was my idol growing up in Pittsburg. But he is unqualified to be #USC's athletic director, just like Pat Haden was.",6,0,47,4/1/2019 22:50
What a play call by Premium for a TD throw by #USC commit Bryce Young with two seconds now going for two to win https://247sports.com/player/bryce-young-93127/Â â€_pic.twitter.com/edvyKF1gUW,8,47,233,3/31/2019 12:35
This is tough became 95% of the people you come across at #USC are awesome. But most of them are not wielding the power at the university.,8,6,133,3/13/2019 21:59
Pictures from Holi...filled with colors at #USC pic.twitter.com/FlkY8GUpPk,0,2,10,3/26/2019 12:20
This is happening today at #USC. #NipseyHusslepic.twitter.com/BGre6SsIyW,0,8,21,4/1/2019 10:51
"Alex P. Thorn Founder iAstra Media Group http://www.equitybuyers.net/2019/03/alex-p-thorn/#.XJ0TeD3JRxY.twitterÂ â€_

 @angelicaamarand @alexanderpthorn @jeanmovie @iastralive @AlexPThorn @URockMeTV @IFilmFeatures 
#ucla #usc #News #Release #iastranews #usd #crypto #entertainment #sharemovies #movienight  #deplorables #maga",1,18,24,3/28/2019 11:34
The perfect fit!  #GiveExtragetextrapic.twitter.com/I8dAykSMT1,163,386,4.3K,1/21/2019 5:56
"Have fun in college dude, see you in 5 months! Donâ€™t forget about me in Cali #USC  pic.twitter.com/LdSFnTbxNI",0,2,11,1/1/2019 11:35
"#BREAKING:So the kid whose mom BOUGHT HER a spot at @USC, found out her mom had been arrested while on a yacht OWNED BY the Chairman of #USC's board of trustees? WTH?

#TheResistance #lorilouglin #OliviaJade #CNN #MSNBC #Yahoo  #SundayThoughts #FBRPartyhttps://www.tmz.com/2019/03/13/lori-loughlin-daughter-olivia-yacht-usc-board-of-trustees-rick-caruso/Â â€_",7,31,52,3/17/2019 19:15
"Do you have a #USC workshop, seminar, etc. that you want to advertise through the Office of Research? Visit our calendar and click on ""how to submit your event"" for more information: http://bit.ly/USCResearchEventsÂ â€_pic.twitter.com/l0qOLnTStP",0,3,2,3/28/2019 13:32
"Just locked in our unofficial visit to #USC on March 9th . We are looking forward to this one #FightOn 
@Scott_Schraderpic.twitter.com/CJ7zWg8s9S",3,14,63,2/15/2019 10:13
Sick little #alien exhibition at #usc pic.twitter.com/OuJomdmEd3,0,2,11,4/1/2019 4:32
#USC wide receiver commit Puka Nacua  and #Trojan wide receiver target Bru McCoy first day of All-American Bowl practices.pic.twitter.com/QN3Ct5h9EG,2,11,92,1/1/2019 11:15
Yeah get rid of the #USC.. Thanks,0,2,3,4/2/2019 16:15
Lol...This is a bad look. #USC #NCAAScandal  https://www.tmz.com/2019/03/13/lori-loughlin-daughter-olivia-yacht-usc-board-of-trustees-rick-caruso/Â â€_,2,10,23,3/14/2019 5:55
"Thank you to @USCPrice & @USCLAA for hosting an incredible Power Shift Book Event yesterday evening! A fantastic turnout of students, alumni, and leaders from USC & the community! #PowerShift #USC #MakingADifferencepic.twitter.com/08tBscIpwt",0,2,2,4/2/2019 12:25
#LoriLoughlin and #FelicityHuffman should consider donating! #USC http://bit.ly/2HjUTsz,1,13,42,3/14/2019 14:21
Just saw a dude at B-Dubs wearing a #USC hoodie. So I nodded at him at said â€œFight on manâ€ù.  I donâ€™t think he even knew I was showing him some love for his gear....,1,0,2,3/29/2019 16:25
Kevin Porter Jr is a dawg  #USC,0,1,0,4/1/2019 23:28
"#USC TE target Darnell Washington is unlike any tight end you've ever seen at 6-foot-7.5, 248 pounds and running a 4.7: ($)

https://247sports.com/college/usc/Article/USC-recruiting-Darnell-Washington-tight-end-dynamic-weapon-Georgia-Penn-State-Oregon-Michigan-130601868/Â â€_ pic.twitter.com/xUyS7hIiOo",8,11,112,3/27/2019 21:30
"New Peristyle Podcast episode with @CoachHarveyHyde's report from #USC spring football. Three weeks down, two more to go with the Spring Showcase coming up on Saturday. https://247sports.com/college/usc/Article/Peristyle-Podcast-Harvey-Hyde-USC-spring-report-130776165/Â â€_pic.twitter.com/1cgCP3gic9",0,4,19,4/1/2019 12:12
"Me taking a stab at capital ""J"" journalism. Found this gem in the #USC DPS crime log. Get me my Pulitzer. #journalismpic.twitter.com/Xvz792PubN",0,0,8,3/25/2019 19:18
What ya get with future #USC RB Kenan Christon (@KChriston_Jr) is A LOT of  #FightOnhttps://twitter.com/KChriston_Sr/status/1107117554156199936Â â€_,2,6,60,3/17/2019 16:31
Michael Quick was the right-hand man for Max Nikias #USC https://twitter.com/dailytrojan/status/1113153679912079365Â â€_,8,6,10,4/2/2019 12:00
"A potential reunion 10 years in the making: Free agent S Taylor Mays is working out for the #Seahawks tomorrow, source said. The former #USC All-American, who is flying there now, could rejoin his old coach, Pete Carroll.",92,327,1.7K,4/2/2019 14:25
Watch #USC five-star QB commit Bryce Young highlights from this past weekend's Adidas 7-on-7 National Championship: https://247sports.com/Article/Watch-five-star-USC-commit-Bryce-Young-at-Adidas-7-on-7-National-Championship-130777669/Â â€_ @gmartlive @insidetroy,1,18,68,4/1/2019 12:02
"crazy thing is I was dying at this photoshoot cause I was sick asf. But I assisted this shoot for my buddies vintage page. The vibes was real so I couldnâ€™t just sit it out. Thanks kboogy for being apart of this. 

#USC #LosAngeles #Californiapic.twitter.com/MfSN76QHrG",1,1,12,3/26/2019 21:55
#USC offers 2020 4 WR Bama commit out of Baltimore. https://twitter.com/300_sh0wtime/status/1112446214648283138Â â€_,0,0,3,3/31/2019 13:22
"Alyssa Pili from Dimond HS in Alaska (#usc)  and the #40 player in the country, best 2nd half performance I have ever seen. Scored 38 of her game high 44 points in the 2nd half before fouling out",4,29,86,1/5/2019 21:16
"I think all the students who were denied admission to  #USC during this time period, should start a class action lawsuit against the school or any other university who committed similar fraud!

https://www.tmz.com/2019/03/13/lori-loughlin-daughter-olivia-yacht-usc-board-of-trustees-rick-caruso/Â â€_",6,23,51,3/13/2019 16:05
"The depature of Michael Quick, #USC provost and senior vice president for student affairs, will be cheered by many who felt he was part of the problem in recent scandals that plagued university",5,3,18,4/2/2019 12:14
@_bryce_young shows up in Tampa (FL) and everyone's loving #USC @USCScoop #FightOnpic.twitter.com/fSsX7MNc0Y â€“ at Tournament Sportsplexof Tampa Bay,0,12,42,3/31/2019 13:25
"Top USC officials stepping down as university tries to set new course
https://www.latimes.com/local/lanow/la-me-usc-administrators-retirement-20190402-story.htmlÂ â€_  #USC",0,0,0,4/2/2019 16:09
Only thing of note from #USCâ€™s Saturday practice: Warren G (@regulator) came up to @dweber3440 and told him he was â€œholding it downâ€ù It was as awesome as it sounds,3,15,83,3/23/2019 11:47
"Every hour this gets worse. Former #USC athletic administrator Donna Heinel was also getting paid for her outside consulting firm helping kids navigate the NCAA clearinghouse, holding seminars for cash on campus.  Nice job here by @BradyMcCollough. https://www.latimes.com/sports/usc/la-sp-usc-heinel-admissions-corruption-20190313-story.htmlÂ â€_pic.twitter.com/BJkogn9CZc",35,90,214,3/13/2019 22:48
He'll be at #USC this summer. https://twitter.com/BTIHoops/status/1109667453288636417Â â€_,4,16,133,3/24/2019 7:48
This is not a good look. Fly across the country to sign autographs for cash instead of dealing with all of the problems in the #USC athletic department. https://twitter.com/latimes/status/1112911289028919297Â â€_,56,42,310,4/1/2019 22:43
"#USC Football Fans Rejoice!

Check out our USC channel on @YouTube. Featuring analysis from:

@InsideUSC 
@Pete_Ghersen 
@MattALowry 
@alwayscompete 
@PenguinOfTroy 

https://www.youtube.com/channel/UCHfbjeX1bvPzmrA8ALe4ypA?view_as=subscriberÂ â€_pic.twitter.com/YTBxrAcxFP",2,1,5,3/30/2019 22:18
"If Lynn Swann is showing a spine blocking Kliff Kingsbury's NFL interviews, why wasn't he so tough when evaluating Clay Helton? #USC",16,21,175,1/6/2019 11:31
BREAKING: #USC football team loses a key recruiting support staff member. The already short staffed recruiting support team will need to add more qualified members this off season to keep up with the evolving college football landscape. #FightOn https://247sports.com/college/usc/Article/USC-football-loses-key-recruiting-support-staff-member-130187339/Â â€_pic.twitter.com/pV7pU5UE2j,23,36,78,3/17/2019 8:05
Houston (Texas) safety Dorian Hewett commits to #USC as predicted this week. Nice under the radar get for the #Trojans. Hewett from No. 1 ranked North Shore running sub 10.7 100-meters.https://twitter.com/thefuture124/status/1092966683566731269Â â€_,2,21,173,2/5/2019 18:05
What's that? What's that you say? I have to get off this yacht today? Lori Loughlin's daughter was on #USC Trustee's yacht in the Bahamas when she got word her mom was being hauled into court for college cheating scandal. #Fox35https://www.foxnews.com/us/lori-loughlins-daughter-was-in-usc-officials-yacht-when-mother-was-chargedÂ â€_,16,10,46,3/14/2019 4:17
5-Star #USC QB Bryce Young & Big-Time 4-Star St. Louis (MO) WR Jordan Johnson (@jjohnsonj1) #Adidas7v7Nationals @USCScoop #FightOnpic.twitter.com/KJirpSIBrG â€“ at Tournament Sportsplexof Tampa Bay,1,12,83,3/30/2019 12:45
The #USC band marches in the 1975 Rose Parade pic.twitter.com/M1uK8hyEmi,1,8,33,1/1/2019 10:59
"#DYK As a teenager, #LeVarBurton intended to enter the Catholic priesthood.  He even attended a seminary for high school.  He changed course upon graduation and went to #USC on a drama scholarship. pic.twitter.com/NitL9HuoEN",0,1,2,4/2/2019 6:40
*** Former 2-time #RoseBowl Winner and #RoseBowl MVP #USC #QB #10 John David Booty ***,0,2,9,4/1/2019 14:06
"No summer vacation for carolinians yet. Sad reacts
#memes
#USC pic.twitter.com/OiWg584Dek",0,0,1,3/30/2019 3:15
"Throw back to when I met G-Rex, #usc #WRECKAGE canâ€™t come soon enough!!!!!!pic.twitter.com/blnmIoXz95",0,0,2,4/1/2019 11:09
"#USC PR hasn't exactly been on point lately. This is something you could shelve for a few weeks or just forget about doing altogether. 

Was there really a meeting where they decided, ""You know, today seems like the perfect day to announce a tuition hike."" https://twitter.com/AnnenbergMedia/status/1107770531909001217Â â€_",44,60,305,3/18/2019 16:13
Michael Quick will remain as a faculty member at #USC. Max Nikias still has a title and office. No one ever actually leaves,9,5,25,4/2/2019 13:23
"Want to learn more about the Teachers of Promise Institute? 

Visit their site: http://www.teachersofpromiseinstitute.com",0,0,2,3/29/2019 16:14
"Huge Week at #USC for the January Enrollees!!

QB, Kedon Slovis, WR Bru McCoy, TE Jude Wolfe, SDE Nick Figueroa (JC), DE Drake Jackson, OL Gino Quinones, LB Ralen Goforth, LB Stanley Taufoou, CB Max Williams and DB Briton Allen are officially #Trojans this week #FightOn pic.twitter.com/T34Nt4vduF",13,34,257,1/7/2019 10:29
Hello Los Angeles. We will leave our mark. #BLASTProSeries #USC #GalenCenterpic.twitter.com/1bzgNcUFm5,2,0,17,3/27/2019 11:00
#USC offers Elite Trinity Christian (MO) WR Mookie Cooper - Decommitted from #HookEm yesterday & Visiting the #Trojans today #FightOnhttps://twitter.com/uheardof5/status/1104498092299022336Â â€_,2,5,91,3/9/2019 14:33
"Lemme be Clear @Callmeush is MY FAMILY & whatever decision he makes is fine with me, the kid is A Scholar/Athlete and Amazing person first & foremost. Sorry things didn't work at #USC.... but that kid is Off Limits to ya'll Critiques.
#MiFamilia #GaBoysBasketball",3,2,16,12/31/2018 18:37
"We attended our first #USC practice today. It was an awesome experience! I even snagged a picture with @dbailey_18  (Of course, I was talking when my hubs snapped the picture ) #FightOnpic.twitter.com/OnHik1XEDU",4,3,40,3/30/2019 14:32
"TOMORROW! The @USC Homeland Security Student Organization will be hosting a lecture w/ Aquil Basheer (@grandmaster11) focusing on Gang Intervention. 

RGL 101 at 1:00pm - free pizza! RSVP TODAY, seating is limited:
https://www.eventbrite.com/e/hsso-presents-first-annual-lecture-series-with-aquil-basheer-tickets-58501253825Â â€_ @USC @USCPrice #USC #FightOnpic.twitter.com/g65f2tvKNR",0,5,9,3/28/2019 8:52
"It's not the events of your life that define you, but the MEANING you attach to those events. 

CLICK HERE TO WATCH/LISTEN!!!
http://linktr.ee/edmylettÂ 

Finding Light in the  Darkness - with @JakeOlson61 #usc #footballpic.twitter.com/bCPckT2AXm",15,45,155,1/16/2019 8:41
"#FollowsTheMoney â€œProsecutors charged #BillMcGlashan, a founder & managing partner at #TPGGrowth â€” which has made landmark investments in companies like #Uber and #Airbnb â€” on #fraud allegations for trying to engineer the admission of his son to the #USC.â€ù https://www.recode.net/2019/3/12/18262003/bill-mcglashan-college-admissions-scandal-tpg-stanford-usc-yaleÂ â€_",1,26,24,3/12/2019 19:43
if only sheâ€™d gone to the classes her mom paid $500k for #usc pic.twitter.com/EfNf7EJ2ao,0,0,1,3/28/2019 7:26
Our EASC Faculty Feature for March is David Kang! You can read his full feature on our Instagram page @USCeasc here: http://bit.ly/2WuXnb3Â   @daveckang #usceasc #facultyfeaturefriday #usc #uscdornsife #uscsir #friday #facultyappreciationpic.twitter.com/q8dk6g2aD4,0,1,4,3/29/2019 13:00
Always a pleasure to share my law enforcement experiences and discuss leadership with students from the @uscsocialwork program.  Trust and Transparency. #USC #LAPD #FightOnpic.twitter.com/d0TSteCq15,1,6,45,3/29/2019 23:19
FREE: Harbor City (Calif.) Narbnne wide receiver Josh Jackson discusses his commitment to #USC Saturday after watching the #Trojans first scrimmage of spring:https://247sports.com/college/usc/Article/Narbonne-wide-receiver-Josh-Jackson-commits-to-USC-130434839/Â â€_,0,23,113,3/23/2019 12:56
"The football world-especially #USC football fans has lost their 12th-man..He would have started on any team I coached because of his loyalty, dedication and smile-His name @garrypaskwietz-Garry passed away Sunday evening-a loss to the #TrojanFamily and football world-#WeAreSCpic.twitter.com/AViZccxMzA",11,18,186,1/21/2019 9:30
"Pulled up and earned an offer from #USC Congrats Mookie 
@Scott_Schraderhttps://twitter.com/uheardof5/status/1104498092299022336Â â€_",1,5,71,3/9/2019 16:59
"#USC 4-star WR commit Puka Nacua @AsapPuka says he isn't deterred by the #Trojans adding fellow star WRs Bru McCoy and Kyle Ford to a stacked WR class. ""No, no, I'm still committed,"" he said. Full comments, plus McCoy's input on the matter:https://usc.rivals.com/news/puka-nacua-reacts-to-usc-s-latest-wr-additions-i-m-still-committed-Â â€_",3,19,114,1/5/2019 16:41
"Mom, dad, and the city of El Monte, this one is for you! #Admitted #USC #MPApic.twitter.com/pwoA35V3Kr",14,16,221,2/26/2019 18:44
"I was interviewed by the AP for this article about the many scandals at #USC. 
https://apnews.com/9b275df1d85541fb90094c51c53e676aÂ â€_",20,15,139,3/17/2019 12:54
Happy Blessed Birthday to my beautiful baby girl Nyah Grace!!!  #Hermosa #Steelers #USC @TeamJuJupic.twitter.com/iKNnd3nsrv,0,0,6,3/27/2019 17:18
They not ready @MobleyIsaiah #USCâ€™23 #Fightonpic.twitter.com/jFl9MhxqBO,2,15,79,3/25/2019 18:37
You might get to use it after all! #USC #Texashttps://twitter.com/BeverlyPham/status/1082743852354555904Â â€_,7,13,97,1/24/2019 8:54
5-Star #USC QB commit @_bryce_young to #RollTide WR commit Traeshon Holden  (@300_Sh0wtime) for the @premiumsportsla TD @USCScoop #Adidas7v7Nationalspic.twitter.com/ouBSyljupS â€“ at Tournament Sportsplexof Tampa Bay,5,42,218,3/30/2019 12:53
"On this day in 1951, Mickey Mantle hit his legendary ""650-foot"" home run at Bovard Field that landed in the middle of a spring football practice as the Yankees played #USC before a standing-room only crowd. USC manager Rod Dedeaux and Yankees manager Casey Stengel are pictured pic.twitter.com/1GdsMy4w4h",2,13,64,3/26/2019 17:02
"Got a glimpse of the Impact 5-Star QB Bryce Young can have on #USC Recruiting - He was just as impressive on the field at the #Adidas7v7Nationals Sat. in Tampa (FL) - 

Weâ€™ve got SCOOP on Several priority targets for the #Trojans

LINK: https://trojaninsider.com/forums/1/topics/5862Â â€_ ($) #FightOnpic.twitter.com/Xodf5JfzQc â€“ at Tournament Sportsplexof Tampa Bay",0,15,48,3/30/2019 20:50
"At the Virginia Lottery, we're proud and passionate about supporting public education!

#GoodFunForAGreatCause",0,0,2,3/29/2019 16:14
"It's that time #USC folks! We're recording an episode of Reign of Troy Radio tonight and we need your questions for the mailbag.

Send them in now!",13,1,17,4/1/2019 19:07
"Privilege and exclusion are upheld in a lot of ways at #USC, including via the excessive policing of the surrounding community  https://la.streetsblog.org/2019/03/01/handcuffing-of-cyclist-by-usc-public-safety-raises-questions-about-tactics-oversight-accountability/Â â€_ #BriberyScandal",2,8,22,3/15/2019 11:37
"Listen, youngsters, this is just a speed bump. You will learn from this, you will grow from there. The future is bright! It always is! The #CollegeCheatingScandal is nothing to take your life over!!! https://perezhilton.com/usc-student-suicide-bribery-scandal/Â â€_ #LoriLoughlin #OliviaJade #USC #FelicityHuffman",7,6,41,3/22/2019 16:00
#USC offers 2021 Dallas (TX) QB Preston Stone #FightOnhttps://twitter.com/_prestonstone/status/1113203530951811074Â â€_,0,7,43,4/2/2019 15:53
"LOS ANGELES ! We are your recipe for #LASports! We appreciate EVERY follow and interaction! If your not already, give us a follow! If you want to join our team, slide into those DMs! #LARams #LAChargers #Dodgers #LAA #Lakers #Clippers #USC #UCLA #LAKings #Duckspic.twitter.com/ChAPYtIzMi",0,2,2,4/1/2019 21:30
"Instant Analysis: Dan and I have the news and notes from #USC's ninth practice of spring camp, including our evaluation of the Trojans' offensive line, quarterback battle, and more.

http://247sports.com/college/usc/Article/usc-spring-camp-jt-daniels-matt-fink-jack-sears-kedon-slovis-practice-report-trojans-graham-harrell-clay-helton-130702128/Â â€_pic.twitter.com/wv2fnz3Pq0",0,6,37,3/30/2019 14:10
#USC nabs the highest rated player on their board in Mater Dei (Calif.) five-star athlete Bru McCoy. He discusses the misconception surrounding #FightOn football this past season:  https://247sports.com/college/usc/Article/Mater-Dei-five-star-athlete-Bru-McCoy-officially-returns-from-San-Antonio-Texas-a-Trojan-127348417/Â â€_pic.twitter.com/sHD2qifPPk,2,37,184,1/5/2019 12:45
it all makes sense now. #LoriLoughlin #OliviaJade #USC pic.twitter.com/de2pnd5we4,8,183,864,3/13/2019 20:10
"Please do not devalue the students that worked their asses off to get into #USC and graduated #USC on their own merits! My son is not spoiled, received a stipend $500 scholarship and he & we worked hard to paid every penny of his tuition, etc #ProudMom #FightOnhttps://twitter.com/DigiPmpx13/status/1105569228566945793Â â€_",11,12,165,3/13/2019 9:32
What does a beautiful day look like? #FightOn #USC pic.twitter.com/zlBD1XnqDt,1,2,22,3/30/2019 9:14
BREAKING: You can NOW sign up for So Cal Science Writing Symposium in May on the campus of #USC. Tix will go fast! #science #writing,0,1,5,3/29/2019 17:00
SOURCE: #USC is expected to hire North Texasâ€™ staffer John David Baker as an offensive analyst. He is coming with new Trojans OC Graham Harrell. They worked together at UNT.,8,37,168,2/11/2019 13:19
I told my daughter to study hard apply herself and get excellent grades to get into #Smith and #USC! I wish I knew bribery and lying was an option! #TeamDl,46,88,621,3/13/2019 5:21
"Instant Analysis: Dan and I have the news and notes following the Trojans' second practice of spring. We discuss cornerback Greg Johnson's return, #USC's assistants making an impressive showing in their first media availability, and more. 

http://247sports.com/college/usc/Article/usc-trojans-spring-camp-practice-clay-helton-graham-harrell--129832446/Â â€_pic.twitter.com/23bmyVxw13",1,8,37,3/7/2019 19:52
The Eagle flies! The Eagle clears 6-4! Max Agbonkpolo has been a difference-maker in track for âÅ_@SMCHSAthleticsâÅ© since hoops ended - dual-sport athlete having some fun soaring! âÅ_@ocvarsityâÅ© âÅ_@SteveFryerâÅ© âÅ_@SMCHSEaglesâÅ© âÅ_#usc âÅ_@maxpolo15âÅ©pic.twitter.com/3k3eGTpGDx,1,7,31,3/28/2019 20:42
#USC offered Bellflower (Calif) St John Bosco WR Logan Loya at #Trojans Junior Day https://247sports.com/Player/Logan-Loya-46047339/Â â€_,0,20,90,3/23/2019 14:25
