•ÈÀweb-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554331201-4074,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"Elizabeth Warren says she has ""zero"" sympathy for the parents involved in the #CollegeAdmissionScandal

Oh come on Warren, you can at least be 1/1024th sympathetic, can‰Ûªt ya? pic.twitter.com/YJHq1AJlG7",518,1.9K,6.8K,1.55E+12,3/13/2019 20:11,/THR/status/1106363912918913024
1554331201-4177,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ccpecknold,C. C. Pecknold,"When I got accepted into college, my parents gave me $200

My mom blessed them and grabbed my hand & crying said ""this is all we can give you, please forgive us""

The day I spent that money, I cried, because I knew that was all they had for my education

#CollegeCheatingScandal",128,7.3K,55K,1.55E+12,3/14/2019 9:00,/ccpecknold/status/1106158402454081536
1554331201-4007,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@RogueRepub1981,Rogue Republican,"My college freshman son Lezine is home for spring break. He got accepted at 13 schools on his own merit.

Lori Loughlin‰Ûªs daughter was spending spring break in the Bahamas on the yacht of the billionaire chair of USC‰Ûªs trustee board.

#ThursdayThoughts
#CollegeCheatingScandal",150,991,4.7K,1.55E+12,3/14/2019 3:49,/RogueRepub1981/status/1106762429046947840
1554331201-4111,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TwitterMoments,Twitter Moments,"As we all focus our attention on the horrific #CollegeCheatingScandal, let's also recall the time when Donald Trump settled a $25 million lawsuit that alleged that he had defrauded students at the FAKE Trump University.

Our President is a fraudster!

Let's start from the top!",98,1.0K,3.0K,1.55E+12,3/13/2019 19:02,/TwitterMoments/status/1106295862324531203
1554331201-3794,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@samsoto007,Swarley,"Remember how Republicans attacked 'liberals' because they assumed Lori Loughlin and her husband Mossimo Giannulli, two individuals allegedly involved in the #CollegeCheatingScandal were ""liberals?""

Turns out Giannulli is a rabid Trump supporter!

Another EPIC fail by the right!",139,974,2.9K,1.55E+12,3/16/2019 8:02,/samsoto007/status/1112347592975941633
1554331201-4227,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@fedupwarrior4q,‰Î fedup4Q17,The @hallmarkchannel has stopped development of all productions involving actor Lori Loughlin. #CollegeAdmissionsScandal https://twitter.com/i/events/1106290750830989313åÊ‰Û_,234,642,2.9K,1.55E+12,3/14/2019 13:47,/fedupwarrior4q/status/1105991558707511297
1554331201-4072,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@tonetalks,Antonio Moore,Couple wks ago I got into it with for 10th time with #CollegeCheatingScandal DAD at big party cause his sloppy ass was rambling on again about Trump & people carrying their own weight & his own conservative politics being ‰ÛÏright of Attila the Hun‰Û He embarrassed Scandal Mom again,206,440,2.0K,1.55E+12,3/13/2019 16:33,/tonetalks/status/1106366499634073601
1554331201-3807,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@OOTBigFan,Big Fan,"THREAD: I'm a huge advocate of college journalism -- hard not to be when it led me to where I am today.  Given the #CollegeCheatingScandal, I wanted to see how college newsrooms were reporting on their own universities. There's so much more to this than Aunt Becky.",43,845,1.8K,1.55E+12,3/15/2019 9:24,/OOTBigFan/status/1111743040765353985
1554331201-3932,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ajplus,AJ+,And people are acting like stupid kids getting into Yale is something new. #CollegeCheatingScandal pic.twitter.com/HAXRa3wTGZ,73,469,1.8K,1.55E+12,3/13/2019 15:54,/ajplus/status/1107812934166761472
1554331201-3759,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AliceDedonato,Alice DeDonato,"This is what BIG BIG BIG HAPPENINGS looks like...

Ohr/Page/Strzok/Steele transcripts released
Nunes sues Twitter, says more coming
WaPo/CNN lawsuits
#CollegeCheatingScandal
Weissman steps down from Mueller's team
Solid proof that No Name was spreading the Dossier

Comfy AF.  pic.twitter.com/twufo3E1sp",96,818,1.5K,1.55E+12,3/19/2019 6:56,/AliceDedonato/status/1112730231096438792
1554331201-4107,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PerezHilton,Perez Hilton,"on today‰Ûªs episode of full house 
#OliviaJade #LoriLoughlin pic.twitter.com/mol3UGLFsc",31,329,1.4K,1.55E+12,3/13/2019 20:15,/PerezHilton/status/1106304603178627079
1554331201-3991,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@tonetalks,Antonio Moore,"The daughter of  #LoriLoughlin told her she didn‰Ûªt want to go to college and she paid $500,000 to get her into USC... When I told my mom I didn‰Ûªt want to go to college and she hit me with a chancla and made work to pay for my education. I have an MA degree now and a chancla.",26,144,1.1K,1.55E+12,3/15/2019 9:02,/tonetalks/status/1106938845835059202
1554331201-3721,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@cappymar,Cathy,"As to the parents caught up in the college cheating scandal, @SenWarren says she has ""zero"" sympathy for them.

#CollegeScandal pic.twitter.com/qAab1fTxaW",62,342,1.0K,1.55E+12,3/14/2019 8:04,/cappymar/status/1110509331831840768
1554331201-3753,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@tomhandy1,Tom Handy,"If you commit fraud in this country, you will be indicted and justice will be served. Plain and simple. #CollegeCheatingScandal  

No one is above the law *cough* Donald Trump *cough*",73,200,995,1.55E+12,3/13/2019 19:40,/tomhandy1/status/1110000661637271552
1554331201-3973,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@kimmaytube,Kim Love,"They spilled the tea back in 2017, we just didn‰Ûªt catch it!  #CollegeCheatingScandal #lorilaughlin #OliviaJadepic.twitter.com/Juszj9ilVc",9,141,989,1.55E+12,3/14/2019 20:33,/kimmaytube/status/1107075727088910336
1554331201-3970,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@cwebbonline,ChristopheråÊ_Ùà¼_Ùàü#ReleaseTheReport,aunt becky you wild  #LoriLoughlin #OliviaJadepic.twitter.com/faJjg4FrzZ,17,189,913,1.55E+12,3/13/2019 21:01,/cwebbonline/status/1107105914488684544
1554331201-3865,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DfsTweeter,DFS Tweeter,s make everything better. Prove me wrong.,95,143,902,1.55E+12,4/1/2019 13:46,/DfsTweeter/status/1110505772956434433
1554331201-3864,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@philanthrodaily,Philanthropy Daily,"As someone who has actually suffered with major learning disabilities, dyslexia & ADD my entire life, I‰Ûªm absolutely disgusted by this story. I never could have even gotten into University with my learning disabilities. #CollegeAdmissionsScandal #Shamefulhttps://www.sfgate.com/education/article/sat-act-cheating-scandal-huffman-test-students-13682741.phpåÊ‰Û_",82,166,899,1.55E+12,3/14/2019 11:20,/philanthrodaily/status/1110541208793669638
1554331201-3916,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TruthTalkerUSA,TruthTalker Patriot VoterID NOW åÊ_Ùà¼_Ùàü,it all makes sense now. #LoriLoughlin #OliviaJade #USCpic.twitter.com/de2pnd5we4,8,183,864,1.55E+12,3/13/2019 20:10,/TruthTalkerUSA/status/1108075220668203014
1554331201-3733,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@joemachi,Joe Machi,The most epic cookies of all time are here. Click to watch the full video. #GameOfCookies #ForTheThrone,28,155,674,1.55E+12,4/2/2019 7:27,/joemachi/status/1113128209795739649
1554331201-3797,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Blavity,Blavity News,"Last May, 2 brothers from the Mohawk Tribe were removed from a college tour because a privileged white mom didn‰Ûªt think they even belonged on campus so she called the police. They never finished the tour.

#WhatAffirmativeAction
#CollegeCheatingScandal https://www.nytimes.com/2018/05/05/us/native-american-brothers-colorado.amp.htmlåÊ‰Û_",15,407,651,1.55E+12,3/13/2019 18:32,/Blavity/status/1112157666867060738
1554331201-3735,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@shomaristone,Shomari Stone,"I see @FelicityHuffman deleted her Twitter account. 

She's not as #Shameless as @WilliamHMacy is.

That's why I screenshot everything. You can hide, but you can't run. 

#CollegeCheatingScandal #OperationVarsityBlues Shame on you #FelicityHuffMan 

cc @annwschmidt @FoxNewspic.twitter.com/68Inu6fSVz",52,278,622,1.55E+12,3/16/2019 12:45,/shomaristone/status/1113116779755208712
1554331201-4242,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Cernovich,Mike Cernovich,"I presented Nyasia Jordan with the @naacpspfld Youth Award. She had a 4.4 GPA and received $300K in scholarships to attend @Harvard. 

This is how poor Black students do it all the time with no #CollegeCheatingScandal.

Listen to her inspirational story.

 pic.twitter.com/269xdbMb6x",20,223,594,1.55E+12,3/14/2019 6:40,/Cernovich/status/1105974286332784640
1554331201-4088,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@hirschA8720,_Ù_¤ Build the Wall åÊ_ÙÑ•ü åÊ_ÙÎÙåÊ_ÙÎÙåÊ_ÙÎÙ Trump 2020,The most epic cookies of all time are here. #GameOfCookies #ForTheThronepic.twitter.com/Bs91HN7IgU,25,189,594,1.55E+12,4/2/2019 7:28,/hirschA8720/status/1106329866524413961
1554331201-3781,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Hott19Chocolate,Adriana Thompson,"#CollegeAdmissionsScam

Until 1996, records confirm Trump only donated a total of $5,500 to Penn.

Aug 2015‰ÛÓ""I've donated, but nothing very substantial""
https://www.bostonglobe.com/news/nation/2015/08/28/donald-trump-was-bombastic-even-wharton-business-school/3FO0j1uS5X6S8156yH3YhL/story.htmlåÊ‰Û_

He donated over $100,000 to the Penn Club‰ÛÓright before Don Jr was accepted
https://dparchives.library.upenn.edu/cgi-bin/imageserver.pl?oid=tdp19970128-01&getpdf=trueåÊ‰Û_pic.twitter.com/UlJf3h0ofS",31,520,591,1.55E+12,3/13/2019 17:14,/Hott19Chocolate/status/1111910292449951745
1554331201-3998,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Kellie_Pryor,Kellie Pryor,"I think of my kid who had 35 ACT (HIS OWN score)highest GPA ever at his HS, actually played sports, started school club, worked 2 jobs, natl merit finalist‰ÛÓ but didn‰Ûªt get in to Stanford, Harvard, Princeton, Yale, Penn...  I bet this is tip of iceberg. #CollegeCheatingScandal",27,61,588,1.55E+12,3/14/2019 5:13,/Kellie_Pryor/status/1106856059392557057
1554331201-3795,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@1800TRUMP,MSgt.Callahan,"Lori Loughlin's hubby Mossimo Giannulli, a 46-1 supporter, was at a party complaining about how people need to ""carry their own weight"" & ""there‰Ûªs a lot of takers & entitled people.‰Û

He paid $500k to bribe his kids into college.

https://uproxx.com/viral/lori-loughlin-husband-mossimo-giannulli-trump-supporter/2/åÊ‰Û_

#CollegeCheatingScandal",65,271,585,1.55E+12,3/15/2019 21:21,/1800TRUMP/status/1112342825302147072
1554331201-4176,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@GaladrielResist,SpringåÊ_ÙÑ_ElectionsåÊ_ÙÑ_Matter,Let me get this straight ... rich white parents are cheating and bribing to ensure their rich white kids get into the college of their choice? Remember when being rich and white was all you needed to get in? https://robrogers.com/2019/03/21/affirmative-action/åÊ‰Û_ #SAT #Cheaters #LoriLoughlin #FelicityHuffmanpic.twitter.com/iGVAY6MpXP,7,190,565,1.55E+12,3/21/2019 6:17,/GaladrielResist/status/1106158419713708032
1554331201-4248,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@thedailybeast,The Daily Beast,Updated court schedule shows 15 parents accused in the #CollegeAdmissionScandal will appear today in Fed Court in Boston. Many are alleged to have paid bribes for test cheating or to coaches to create phony athletic profiles. Details during 11am hour. #FoxNews,25,142,552,1.55E+12,3/29/2019 7:08,/thedailybeast/status/1105971022724059138
1554331201-3789,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,A.F. Branco Cartoon ‰ÛÒ Background Check https://legalinsurrection.com/2019/03/branco-cartoon-metoo/åÊ‰Û_ #Pocahantis #AdmissionsScandal #Warren2020pic.twitter.com/MzmibltrZo,27,330,551,1.55E+12,3/14/2019 7:05,/THR/status/1110961443149701121
1554331201-4006,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@HoffmanHopes,Sez Me,Haircare brand Tresemme told says it will no longer work with Lori Loughlin's influencer daughter Olivia Jade Giannulli following the #CollegeCheatingScandal http://thr.cm/rIdl18åÊpic.twitter.com/i6NoAKcivX,53,119,537,1.55E+12,3/14/2019 16:05,/HoffmanHopes/status/1106768520103321600
1554331201-3715,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ThePerezHilton,Perez,"Privilege in this country is

Buying your child‰Ûªs way into college 
Receiving a massive tax cut as the wealthiest 1%
And never worrying about healthcare 

Meanwhile, we have a child homelessness epidemic in this country which never makes the evening news
#CollegeCheatingScandal",19,304,532,1.55E+12,3/13/2019 17:49,/ThePerezHilton/status/1111712185871466496
1554331201-4152,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PalmTreesnGz,Polemicist,"#CollegeCheatingScandal 
My thoughts
I‰Ûªve said for a long time there is an amazing societal convergence that sees the peak of materialism, elitism, and need to be recognized all at the same time.",9,117,531,1.55E+12,3/14/2019 7:25,/PalmTreesnGz/status/1106207910479126528
