"If it cost $6 million to bribe elite colleges, including #Yale, #Stanford, #Georgetown and #USC for admission would you do it? #CollegeAdmissionsScam Learn more on @thelauracoates showhttps://abc7news.com/actresses-ceos-charged-in-alleged-college-admissions-scam/5186103/Â â€_",3/12/2019
This @FelicityHuffman college scam thing is not cool at all. #CollegeScam,3/12/2019
This is why we can't get ahead.  Aunt Becky is stealing our kid's college slot.  #collegescam  https://abcn.ws/2UFcy0I,3/12/2019
"""Court records show the actresses and others allegedly paid hefty bribes -- as much as $6 MILLION -- to get their kids into various schools, including Yale, Stanford, Georgetown and the University of Southern California.""

https://www.tmz.com/2019/03/12/felicity-huffman-lori-loughlin-arrested-college-admissions-bribery-scam/Â â€_

#CollegeAdmissionsScam",3/12/2019
Imagine being this pathetic? #LoriLoughlin #FelicityHuffman #CollegeAdmissionsScandal https://twitter.com/TheRyanParker/status/1105486933679955970Â â€_,3/12/2019
Largest college admissions cheating scam ever prosecuted by the Department of Justice. #lorilaughlin #felicityhuffman #sats @Yale @Stanford #admissionsscam,3/12/2019
US Attorney Lelling announces charges in largest college recruitment scam #admissionsscam pic.twitter.com/sTK5lXaJSk,3/12/2019
"Prosecutors holding press conference now.  Giving details of ""largest college admissions scam ever"" brought by Department of Justice. #collegescam",3/12/2019
"At least 40 people, including two Hollywood actresses, have been indicted by the FBI and the U.S. attorney's office in Boston in a nationwide college entrance exam cheating scandal. http://bit.ly/2HeIwxVÂ 
#College #University #CollegeEducation #collegeadmissions #collegescandal pic.twitter.com/MJP6ZSIpqT",3/12/2019
"Hereâ€™s a question, Twitterverse:  Since they took the place of more qualified applicants,what should happen to the students whose parents allegedly bribed their way into these elite universities? #collegescam",3/12/2019
Conspiracy facilitated cheating on college entrance exams and admission of students to elite universities as purported recruited athletes #AdmissionsScam,3/12/2019
"Defendants include university athletic coaches, college exam administrators, CEOs and actresses #AdmissionsScam",3/12/2019
"It's hard to believe @LoriLoughlin or @FelicityHuffman would be involved.
#CollegeAdmissionsScandal",3/12/2019
Prosecutor: Bribes were paid to coaches at elite schools to accept students under false pretenses.  #collegescam,3/12/2019
33 parents have been charged nationwide. #AdmissionsScam,3/12/2019
â€œThere will not be a separate admissions system for the wealthy. And there will not be a separate criminal justice system either.â€œ - USA Lelling #AdmissionsScam,3/12/2019
Parents spent anywhere from $200k to $6.5 million to guarantee admissions to elite schools for their children #AdmissionsScam,3/12/2019
"We want to have debates and lawsuits against affirmative action to deny people of color entry into colleges at the same rate as white students and then you see what the rich, white elite do to get their kids into school...I am sick! #CollegeScam",3/12/2019
Worthy Students were not accepted into colleges because of this. Futures were stolen from many children because of the  #collegescam and THAT is the greatest issue in all of this.,3/12/2019
The sad thing about it is there are students who are actually studying hard for the SAT/ACT and trying to find money to get into these schools to get a good education meanwhile these privileged mfs see it as a little game#collegescam pic.twitter.com/qvwjlxBFgz,3/12/2019
"As someone who worked her tail off and put herself through college and law school, the #collegescam case is pretty damn disgusting to me.",3/12/2019
"The man at the center of the scandal, William Singer, has agreed to plead guilty, and well, he's singing.  Has agreed to cooperate with prosecutors. #collegescam #OperationVarsityBlues",3/12/2019
"The criminal complain is 200+ pages long and is a fascinating, shocking, and infuriating read at times. #collegescam #OperationVarsityBlues",3/12/2019
There's possibly a kid out there who wasn't admitted to his/her dream school because their spot was taken by another kid whose momma and daddy made a 6-figure bribe. #collegescam #OperationVarsityBlues,3/12/2019
"White women, stop the jokes downplaying the #collegeadmissionsscandal. This is systemic racism, perpetrated by white people, to continue to steal power. Turn your energy toward supporting #slc50sitin, public ed, equality & equity in schools. #AuntBecky advanced white supremacy.",3/12/2019
"Iâ€™ll let you in on a secret, kids (and parents): It doesnâ€™t matter where you go to college. Just try to keep your debt low and get decent grades, and youâ€™ll be fine. #AdmissionsScam",3/12/2019
"This infuriates me so much. I think about all the students who legitimately worked hard to get good grades, test scores, etc and ultimately got shut out of their dream school because of rich parents who bought their kids way in who never should have been there at all #CollegeScam https://twitter.com/AP/status/1105502225789530112Â â€_",3/12/2019
"Given the scandal emerging today, this graph deserves to be seen again.

A rich person with a 900 on their SAT is more likely to graduate with a bachelor's degree than a poor person with a 1500.

#collegescam #operationvarsitybluespic.twitter.com/3n5u9U8jdU",3/12/2019
Current situation at college athletic departments around the country and at wealthy homes of the parents who paid for bribes. #CollegeBribeScandal #collegeadmissionsscandal #auntbeckypic.twitter.com/qh0b6eDZe3,3/12/2019
There always has to be a #Floridaman in there somewhere. #collegeadmissionsscandal pic.twitter.com/IkgFm73JqA,3/12/2019
But they threw out a black girls legitimate SAT scores saying she must have cheated because she scored too high #CollegeScam pic.twitter.com/4oia299SxN,3/12/2019
"THIS is why IRS agents were involved. The man running the #AdmissionsScam had a non-profit that parents would ""donate"" to. You can bet that those parents wrote-off those donations, just compounding the fraud.

BOTTOM LINE: The IRS is ALL UP IN William H. Macy's taxes right now! https://twitter.com/davidtanklefsky/status/1105495438961115137Â â€_",3/12/2019
https://www.justice.gov/file/1142876/downloadÂ â€_. All involved parents listed here. Stunning to read the convos #collegescam #collegeadmissionsscandal,3/12/2019
"They're awful, greedy, entitled people. I won't even allow myself to hope that they'll be punished, because, as we've seen with Manafort, any 'punishment' they get will be ceremonial, at best. #collegeadmissionsscandal",3/12/2019
"This college scam thing is amazing, honestly. They had all the resources to succeed and STILL weren't good enough to be admitted without bribing. 
#CollegeScam #loriloughlin",3/12/2019
"Guess who bought Jared Kushner into Harvard?

Jared's daddy pledged $2.5M to Harvard not long before Jared was admitted.

Administrators at Jared's HS described Jared as less than a stellar student and were dismayed by his admission.

#collegescam https://www.propublica.org/article/the-story-behind-jared-kushners-curious-acceptance-into-harvardÂ â€_",3/12/2019
"Iâ€™m incredibly disappointed and very sad about it, but nothing surprises me anymore. I feel really bad for all the victims for sure. #ExtremeParenting #Cheating #CollegeAdmissionScam https://twitter.com/thetoyman1/status/1105535018481311744Â â€_",3/12/2019
My 18yr old daughter is so upset with the  #collegescam breaking news. She has a real learning disability and despite that she worked so hard to maintain a 90 GPA. She still hasnâ€™t heard from many colleges she applied to. This was her face when she came home from HS today. So sad pic.twitter.com/heBdXBTlOZ,3/12/2019
"After helping our son, who had a 4.0 GPA, high ACT/SAT scores, Junior Class pres., captain of track & cross country, a Juvenile Justice Mentor, & NO ACCOMMODATIONS, apply to top tier universities & go through rejection after rejection, I also have zero sympathy. #collegescam",3/12/2019
"#Breaking Stanford University says it has fired sailing coach John Vandemoer. 
Vandemoer was charged with accepting a total of $270,000 in contributions to the school's program for agreeing to recommend two prospective students for admission @FOXLA #collegeadmissionsscandal",3/12/2019
The mother of a good friend of mine went to prison for years for using her work address to get her son into a better school. These folks will likely do no time at all.  #AdmissionsScam,3/12/2019
"Grow up, Liberals. You all live in big cities.. and this is news to you all?  

Bush, Obama, Clinton. The entire Ivy League is built on Nepotism.
#CollegeScam pic.twitter.com/d4XlYapAEW",3/12/2019
Rich families and coaches charged with college-admissions scheme and bribery to get their kids into schools like Harvard and Yale #collegeadmissionsscandal #collegescam pic.twitter.com/zBtXMABUp2,3/12/2019
These Hollywood celebs are quick to lecture us about sacrificing for illegals when they are cheating buying their kids college admission.What about the hardworking middleclass kids that lost a college admission bc of them?Iâ€™m sure they will pin this on Trump somehow #collegescam,3/12/2019
"I have no sympathy for those involved in the #CollegeAdmissionsScandal. As soon as the PSAT was available to me, I took it annually. Honors/AP classes + service/activism/work. I was ALREADY tired when I got to college, only to be told I didnâ€™t work hard enough to get there.",3/12/2019
Underrated take-away from the admissions indictments: Standardized tests are over-valued bullshit that actively harm marginalized students and are gamed by the wealthy to a point that makes them entirely useless as a metric of preparedness. #SAT #CollegeAdmissionsScandal #Testing,3/12/2019
"But of course, affirmative action is the problem  #CollegeAdmissionsScandal https://twitter.com/cnnbrk/status/1105498792160358401Â â€_",3/12/2019
"EXACTLY why as someone who hires staff, I could care less where you went to college. These students should be held accountable as well. 

College Admissions Scandal: Actresses, Business Leaders and Other Wealthy Parents Charged https://nyti.ms/2F8Km15Â  #CollegeAdmissionsScandal",3/12/2019
"When you're already starting your kids at third base, there's no need to pay off the ump to let them steal home.

#CollegeAdmissionsScandal https://twitter.com/cmclymer/status/1105497721862086656Â â€_",3/12/2019
"I worked my butt off in high school, took AP & SAT prep classes, and graduated with a 4.3 GPA to gain acceptance to the college of my choice and to receive scholarships so I could afford it.

But for every rich kid, there is an Aunt Becky and Felicity Huffman. 

#collegescam",3/12/2019
I was at a mtg this morning and the Westside was gleefully abuzz with the #CollegeScam story.  Meanwhile all I could think about was the hardworking kids who studied their asses off & didnâ€™t have rich parents & werenâ€™t admitted into their dream schools because of this bullshit. pic.twitter.com/xSo8Lhxl7y,3/12/2019
Don Junior weighing in on the #CollegeAdmissionsScandal like heâ€™s not one of the beneficiaries of such corruption is just about ironic enough to cause instant mass extinction.,3/12/2019
"NOW I understand how David Hogg got into Harvard 
#AdmissionsScam",3/12/2019
"Part of me feels like I shouldnâ€™t criticize the students that benefited from the #CollegeAdmissionsScandal because they may not have known about the actions of their parents, & the other part of me can almost HEAR them saying, â€œMy parents didnâ€™t help me get in. I did it myself.â€ù",3/12/2019
"If your kid needs their college admission to be bought for them, they shouldn't be in college. PERIODT. #CollegeAdmissionsScandal https://nyti.ms/2F8Km15",3/12/2019
"This #collegeadmissionsscandal reminds me of that time George W. Bush Daddy got him into Yale, then made him Governor of Texas, then President, which led to GWB starting a 100 year war that cost several thousand US Soldiers & Civilians lives.",3/12/2019
Iâ€™m sorry- Jane Buckingham said what? #collegeadmissionsscandal pic.twitter.com/ceUJ8SfrPS,3/12/2019
"My god. Howâ€™d you like to be Gregory Abbottâ€™s daughter??
Earned about 650. Received a 1510 thanks to Daddyâ€™s money. Everyone knows. I canâ€™t even. Fortunately, they can certainly afford to pay for years of intense therapy. 
#collegegate #collegeadmissionsscandal pic.twitter.com/JcxvPUABh0",3/12/2019
"If your child is not gifted enough to get into a â€œpremiumâ€ù college, you are doing them a disservice by bribing their way in. They will learn nothing before, during, after, or enduring. Meanwhile, kids who deserve to be there will be turned away. #CollegeAdmissionsScandal",3/12/2019
Meanwhile Chuck Bass is sitting back laughing because Bart actually taught him how to cover his tracks  #collegeadmissionsscandal pic.twitter.com/1fP5DVsnmj,3/12/2019
"""In #highereducation, we reward the rich and privileged and penalize the poor."" - @saragoldrickrab @hope4college @TempleUniv @kresgedu @gatesfoundation @LuminaFound @stradaeducation #AdmissionsScam #IvyLeaguepic.twitter.com/dQ8z1T0sXO",3/12/2019
